Particle size,SSA,Age,Mw,LogKow,pKa2,Solubility,MP concentration,AT concentration,Temperature,pH,Qm
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.108052
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.0872727
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.08
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.148913
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.103261
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.073913
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.0532609
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.0217391
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.0141304
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.126853
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.0899456
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.0748566
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.0564911
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.0315801
,0.627,1,361.368,-0.39,8.44,,1,5,25,7,0.0241275
150,1.941,0,444.44,-1.37,7.7,1690,1,1,35,,0.073469
150,1.941,0,444.44,-1.37,7.7,1690,1,2,35,,0.137143
150,1.941,0,444.44,-1.37,7.7,1690,1,4,35,,0.195918
150,1.941,0,444.44,-1.37,7.7,1690,1,6,35,,0.328163
150,1.941,0,444.44,-1.37,7.7,1690,1,8,35,,0.484898
150,1.941,0,444.44,-1.37,7.7,1690,1,12,35,,0.617143
150,1.941,0,444.44,-1.37,7.7,1690,1,15,35,,0.705306
150,1.941,0,444.44,-1.37,7.7,1690,1,25,35,,0.866939
150,1.941,0,444.44,-1.37,7.7,1690,1,40,35,,0.955102
150,1.941,0,444.44,-1.37,7.7,1690,1,1,25,,0.063674
150,1.941,0,444.44,-1.37,7.7,1690,1,2,25,,0.132245
150,1.941,0,444.44,-1.37,7.7,1690,1,4,25,,0.176327
150,1.941,0,444.44,-1.37,7.7,1690,1,6,25,,0.293878
150,1.941,0,444.44,-1.37,7.7,1690,1,8,25,,0.401633
150,1.941,0,444.44,-1.37,7.7,1690,1,12,25,,0.553469
150,1.941,0,444.44,-1.37,7.7,1690,1,15,25,,0.636735
150,1.941,0,444.44,-1.37,7.7,1690,1,25,25,,0.759184
150,1.941,0,444.44,-1.37,7.7,1690,1,40,25,,0.886531
150,1.941,0,444.44,-1.37,7.7,1690,1,1,15,,0.051185
150,1.941,0,444.44,-1.37,7.7,1690,1,2,15,,0.090995
150,1.941,0,444.44,-1.37,7.7,1690,1,4,15,,0.136493
150,1.941,0,444.44,-1.37,7.7,1690,1,6,15,,0.250237
150,1.941,0,444.44,-1.37,7.7,1690,1,8,15,,0.369668
150,1.941,0,444.44,-1.37,7.7,1690,1,12,15,,0.460664
150,1.941,0,444.44,-1.37,7.7,1690,1,15,15,,0.614218
150,1.941,0,444.44,-1.37,7.7,1690,1,25,15,,0.722275
150,1.941,0,444.44,-1.37,7.7,1690,1,40,15,,0.830332
150,2.653,1,444.44,-1.37,7.7,1690,1,1,35,,0.082591
150,2.653,1,444.44,-1.37,7.7,1690,1,2,35,,0.145749
150,2.653,1,444.44,-1.37,7.7,1690,1,4,35,,0.25749
150,2.653,1,444.44,-1.37,7.7,1690,1,6,35,,0.45668
150,2.653,1,444.44,-1.37,7.7,1690,1,8,35,,0.641296
150,2.653,1,444.44,-1.37,7.7,1690,1,12,35,,0.864777
150,2.653,1,444.44,-1.37,7.7,1690,1,15,35,,0.991093
150,2.653,1,444.44,-1.37,7.7,1690,1,25,35,,1.16599
150,2.653,1,444.44,-1.37,7.7,1690,1,40,35,,1.26802
150,2.653,1,444.44,-1.37,7.7,1690,1,1,25,,0.072875
150,2.653,1,444.44,-1.37,7.7,1690,1,2,25,,0.140891
150,2.653,1,444.44,-1.37,7.7,1690,1,4,25,,0.213765
150,2.653,1,444.44,-1.37,7.7,1690,1,6,25,,0.359514
150,2.653,1,444.44,-1.37,7.7,1690,1,8,25,,0.510121
150,2.653,1,444.44,-1.37,7.7,1690,1,12,25,,0.723887
150,2.653,1,444.44,-1.37,7.7,1690,1,15,25,,0.825911
150,2.653,1,444.44,-1.37,7.7,1690,1,25,25,,0.923077
150,2.653,1,444.44,-1.37,7.7,1690,1,40,25,,0.981377
150,2.653,1,444.44,-1.37,7.7,1690,1,1,15,,0.056338
150,2.653,1,444.44,-1.37,7.7,1690,1,2,15,,0.112676
150,2.653,1,444.44,-1.37,7.7,1690,1,4,15,,0.16338
150,2.653,1,444.44,-1.37,7.7,1690,1,6,15,,0.321127
150,2.653,1,444.44,-1.37,7.7,1690,1,8,15,,0.456338
150,2.653,1,444.44,-1.37,7.7,1690,1,12,15,,0.670423
150,2.653,1,444.44,-1.37,7.7,1690,1,15,15,,0.738028
150,2.653,1,444.44,-1.37,7.7,1690,1,25,15,,0.861972
150,2.653,1,444.44,-1.37,7.7,1690,1,40,15,,0.935211
112.5,1.4,0,460.343,-1.22,7.5,,10,2,25,5.5,0.183439
112.5,1.4,0,460.343,-1.22,7.5,,10,4,25,5.5,0.259873
112.5,1.4,0,460.343,-1.22,7.5,,10,6,25,5.5,0.343949
112.5,1.4,0,460.343,-1.22,7.5,,10,8,25,5.5,0.332484
112.5,1.4,0,460.343,-1.22,7.5,,10,12,25,5.5,0.492994
112.5,1.4,0,460.343,-1.22,7.5,,10,10,25,5.5,0.639405
112.5,1.4,0,460.343,-1.22,7.5,,10,10,25,5.5,0.483271
112.5,1.4,0,460.343,-1.22,7.5,,10,10,25,5.5,0.386617
112.5,1.4,0,460.343,-1.22,7.5,,10,10,25,5.5,0.267658
112.5,1.4,0,460.343,-1.22,7.5,,10,10,25,3,0.421053
112.5,1.4,0,460.343,-1.22,7.5,,10,10,25,4,0.447368
112.5,1.4,0,460.343,-1.22,7.5,,10,10,25,5.5,0.468421
112.5,1.4,0,460.343,-1.22,7.5,,10,10,25,6,0.565789
112.5,1.4,0,460.343,-1.22,7.5,,10,10,25,7,0.457895
112.5,1.4,0,460.343,-1.22,7.5,,10,10,25,8,0.328947
112.5,1.05,1,460.343,-1.22,7.5,,10,2,25,5.5,0.393631
112.5,1.05,1,460.343,-1.22,7.5,,10,6,25,5.5,0.473885
112.5,1.05,1,460.343,-1.22,7.5,,10,8,25,5.5,0.504459
112.5,1.05,1,460.343,-1.22,7.5,,10,12,25,5.5,0.592357
112.5,1.05,1,460.343,-1.22,7.5,,10,10,25,5.5,0.743494
112.5,1.05,1,460.343,-1.22,7.5,,10,10,25,5.5,0.869888
112.5,1.05,1,460.343,-1.22,7.5,,10,10,25,5.5,0.847584
112.5,1.05,1,460.343,-1.22,7.5,,10,10,25,5.5,0.877323
112.5,1.05,1,460.343,-1.22,7.5,,10,10,25,3,0.494737
112.5,1.05,1,460.343,-1.22,7.5,,10,10,25,4,0.539474
112.5,1.05,1,460.343,-1.22,7.5,,10,10,25,5.5,0.626316
112.5,1.05,1,460.343,-1.22,7.5,,10,10,25,6,0.739474
112.5,1.05,1,460.343,-1.22,7.5,,10,10,25,7,0.502632
112.5,1.05,1,460.343,-1.22,7.5,,10,10,25,8,0.452632
112.5,3.95,1,460.343,-1.22,7.5,,10,2,25,5.5,0.171975
112.5,3.95,1,460.343,-1.22,7.5,,10,4,25,5.5,0.305732
112.5,3.95,1,460.343,-1.22,7.5,,10,8,25,5.5,0.607643
112.5,3.95,1,460.343,-1.22,7.5,,10,10,25,5.5,0.917197
112.5,3.95,1,460.343,-1.22,7.5,,10,10,25,5.5,1.65799
112.5,3.95,1,460.343,-1.22,7.5,,10,10,25,5.5,1.21933
112.5,3.95,1,460.343,-1.22,7.5,,10,10,25,5.5,0.936803
112.5,3.95,1,460.343,-1.22,7.5,,10,10,25,5.5,0.892193
112.5,3.95,1,460.343,-1.22,7.5,,10,10,25,3,0.565789
112.5,3.95,1,460.343,-1.22,7.5,,10,10,25,4,0.692105
112.5,3.95,1,460.343,-1.22,7.5,,10,10,25,5.5,0.881579
112.5,3.95,1,460.343,-1.22,7.5,,10,10,25,6,0.947368
112.5,3.95,1,460.343,-1.22,7.5,,10,10,25,7,0.868421
112.5,3.95,1,460.343,-1.22,7.5,,10,10,25,8,0.642105
150,0.0223,0,253.28,0.89,6.16,610,2,18.0237,25,,1.32701
150,0.0223,0,253.28,0.89,6.16,610,2,44.585,25,,3.50711
150,0.0223,0,253.28,0.89,6.16,610,2,73.0435,25,,4.69194
150,0.0223,0,253.28,0.89,6.16,610,2,10,25,,0.664516
150,0.0223,0,253.28,0.89,6.16,610,2,10,25,,0.745161
150,0.0223,0,253.28,0.89,6.16,610,2,10,25,,0.787097
150,0.0223,0,253.28,0.89,6.16,610,2,10,25,,0.725806
150,0.0223,0,253.28,0.89,6.16,610,2,10,25,,0.53871
150,0.0223,0,264.3,0.8,6.99,1500,5,20.9524,25,,0.233356
150,0.0223,0,264.3,0.8,6.99,1500,5,51.4286,25,,0.393836
150,0.0223,0,264.3,0.8,6.99,1500,5,83.4921,25,,0.666355
150,0.0223,0,331.34,1.32,6.1,86,8,36.9582,25,,0.239234
150,0.0223,0,331.34,1.32,6.1,86,8,54.3465,25,,0.334928
150,0.0223,0,331.34,1.32,6.1,86,8,82.7989,25,,0.526316
70,0.0148,1,253.28,0.89,6.16,610,2,17.0751,25,,0.900474
70,0.0148,1,253.28,0.89,6.16,610,2,42.6877,25,,2.44076
70,0.0148,1,253.28,0.89,6.16,610,2,69.8814,25,,3.95735
70,0.0148,1,253.28,0.89,6.16,610,2,10,25,,0.341935
70,0.0148,1,253.28,0.89,6.16,610,2,10,25,,0.580645
70,0.0148,1,253.28,0.89,6.16,610,2,10,25,,0.26129
70,0.0148,1,253.28,0.89,6.16,610,2,10,25,,0.487097
70,0.0148,1,253.28,0.89,6.16,610,2,10,25,,0.512903
70,0.0148,1,264.3,0.8,6.99,1500,5,21.2698,25,,0.227726
70,0.0148,1,264.3,0.8,6.99,1500,5,52.381,25,,0.679751
70,0.0148,1,264.3,0.8,6.99,1500,5,84.7619,25,,0.918603
70,0.0148,1,331.34,1.32,6.1,86,8,35.3636,25,,0.669856
70,0.0148,1,331.34,1.32,6.1,86,8,51.8002,25,,0.861244
70,0.0148,1,331.34,1.32,6.1,86,8,80.2466,25,,1.24402
90,0.0259,1,253.28,0.89,6.16,610,2,18.3399,25,,1.27962
90,0.0259,1,253.28,0.89,6.16,610,2,46.166,25,,2.96209
90,0.0259,1,253.28,0.89,6.16,610,2,74.9407,25,,4.2654
90,0.0259,1,253.28,0.89,6.16,610,2,10,25,,0.56129
90,0.0259,1,253.28,0.89,6.16,610,2,10,25,,0.629032
90,0.0259,1,253.28,0.89,6.16,610,2,10,25,,0.574194
90,0.0259,1,253.28,0.89,6.16,610,2,10,25,,0.6
90,0.0259,1,253.28,0.89,6.16,610,2,10,25,,0.377419
90,0.0259,1,264.3,0.8,6.99,1500,5,21.5873,25,,0.395928
90,0.0259,1,264.3,0.8,6.99,1500,5,52.6984,25,,0.623654
90,0.0259,1,264.3,0.8,6.99,1500,5,83.4921,25,,1.11495
90,0.0259,1,331.34,1.32,6.1,86,8,1.73081,25,,4.30622
90,0.0259,1,331.34,1.32,6.1,86,8,3.86255,25,,6.88995
90,0.0259,1,331.34,1.32,6.1,86,8,5.97916,25,,9.95215
10,0.2674,1,253.28,0.89,6.16,610,2,19.2885,25,,0.545024
10,0.2674,1,253.28,0.89,6.16,610,2,48.3794,25,,1.20853
10,0.2674,1,253.28,0.89,6.16,610,2,77.7866,25,,2.1327
10,0.2674,1,253.28,0.89,6.16,610,2,10,25,,0.309677
10,0.2674,1,253.28,0.89,6.16,610,2,10,25,,0.280645
10,0.2674,1,253.28,0.89,6.16,610,2,10,25,,0.154839
10,0.2674,1,253.28,0.89,6.16,610,2,10,25,,0.093548
10,0.2674,1,253.28,0.89,6.16,610,2,10,25,,0.087097
10,0.2674,1,264.3,0.8,6.99,1500,5,21.2698,25,,0.283801
10,0.2674,1,264.3,0.8,6.99,1500,5,54.6032,25,,0.500156
10,0.2674,1,264.3,0.8,6.99,1500,5,86.3492,25,,1.06989
10,0.2674,1,331.34,1.32,6.1,86,8,38.2246,25,,0.191388
10,0.2674,1,331.34,1.32,6.1,86,8,54.6627,25,,0.334928
10,0.2674,1,331.34,1.32,6.1,86,8,81.2225,25,,0.382775
,,1,331.341,0.28,6.1,19440,0.14,1,,,0.106771
,,1,331.341,0.28,6.1,19440,0.14,2,,,0.144531
,,1,331.341,0.28,6.1,19440,0.14,5,,,0.247396
,,1,331.341,0.28,6.1,19440,0.14,10,,,0.295573
,,1,331.341,0.28,6.1,19440,0.14,15,,,0.347656
,,1,331.341,0.28,6.1,19440,0.14,20,,,0.432292
6.5,,1,331.341,0.28,6.1,19440,0.22,1,,,0.189655
6.5,,1,331.341,0.28,6.1,19440,0.22,2,,,0.221264
6.5,,1,331.341,0.28,6.1,19440,0.22,5,,,0.33046
6.5,,1,331.341,0.28,6.1,19440,0.22,10,,,0.428161
6.5,,1,331.341,0.28,6.1,19440,0.22,15,,,0.514368
6.5,,1,331.341,0.28,6.1,19440,0.22,20,,,0.617816
200,,1,331.341,0.28,6.1,19440,0.2,1,,,0.177546
200,,1,331.341,0.28,6.1,19440,0.2,2,,,0.206789
200,,1,331.341,0.28,6.1,19440,0.2,5,,,0.330026
200,,1,331.341,0.28,6.1,19440,0.2,10,,,0.421932
200,,1,331.341,0.28,6.1,19440,0.2,15,,,0.515927
200,,1,331.341,0.28,6.1,19440,0.2,20,,,0.61201
500,,1,331.341,0.28,6.1,19440,0.07,1,,,0.066618
500,,1,331.341,0.28,6.1,19440,0.07,2,,,0.084298
500,,1,331.341,0.28,6.1,19440,0.07,5,,,0.108118
500,,1,331.341,0.28,6.1,19440,0.07,10,,,0.144416
500,,1,331.341,0.28,6.1,19440,0.07,15,,,0.181696
500,,1,331.341,0.28,6.1,19440,0.07,20,,,0.213634
6.5,1.8004,1,253.28,0.89,5.7,610,2,1,25,,0.023783
6.5,1.8004,1,253.28,0.89,5.7,610,2,1.5,25,,0.034402
6.5,1.8004,1,253.28,0.89,5.7,610,2,2,25,,0.043907
6.5,1.8004,1,253.28,0.89,5.7,610,2,2.5,25,,0.059541
6.5,1.8004,1,253.28,0.89,5.7,610,2,3,25,,0.072667
6.5,1.8004,1,253.28,0.89,5.7,610,2,3.5,25,,0.085795
6.5,1.8004,1,253.28,0.89,5.7,610,2,4,25,,0.100592
6.5,4.59,1,253.28,0.89,5.7,610,2,1,25,,0.051676
6.5,4.59,1,253.28,0.89,5.7,610,2,1.5,25,,0.081704
6.5,4.59,1,253.28,0.89,5.7,610,2,2,25,,0.111732
6.5,4.59,1,253.28,0.89,5.7,610,2,2.5,25,,0.139665
6.5,4.59,1,253.28,0.89,5.7,610,2,3,25,,0.168296
6.5,4.59,1,253.28,0.89,5.7,610,2,3.5,25,,0.206006
6.5,4.59,1,253.28,0.89,5.7,610,2,4,25,,0.231844
112.5,2.3,1,444.44,-1.37,7.7,1690,0.4,1.5144,25,,0.937628
112.5,2.3,1,444.44,-1.37,7.7,1690,0.4,3.34586,25,,1.16298
112.5,2.3,1,444.44,-1.37,7.7,1690,0.4,4.23975,25,,1.377052
112.5,2.3,1,444.44,-1.37,7.7,1690,0.4,8.98859,25,,1.447858
112.5,2.3,1,331.341,0.28,6.1,19440,0.4,1.75059,25,,0.541931
112.5,2.3,1,331.341,0.28,6.1,19440,0.4,3.69045,25,,0.614429
112.5,2.3,1,331.341,0.28,6.1,19440,0.4,4.6491,25,,0.672338
112.5,2.3,1,331.341,0.28,6.1,19440,0.4,9.48507,25,,0.820621
125,,1,253.28,0.89,5.7,610,2,0.5,25,,0.0673425
125,,1,253.28,0.89,5.7,610,2,1,25,,0.149636
125,,1,253.28,0.89,5.7,610,2,2,25,,0.232082
125,,1,253.28,0.89,5.7,610,2,6,25,,0.584331
125,,1,253.28,0.89,5.7,610,2,8,25,,0.812694
125,,1,253.28,0.89,5.7,610,2,10,25,,0.921642
125,15.806,1,253.28,0.89,5.7,610,2,0.5,25,,0.0835821
125,15.806,1,253.28,0.89,5.7,610,2,1,25,,0.151493
125,15.806,1,253.28,0.89,5.7,610,2,2,25,,0.28209
125,15.806,1,253.28,0.89,5.7,610,2,6,25,,0.684328
125,15.806,1,253.28,0.89,5.7,610,2,8,25,,0.877612
125,15.806,1,253.28,0.89,5.7,610,2,10,25,,1.17537
125,,1,253.28,0.89,5.7,610,2,0.5,25,,0.0270071
125,,1,253.28,0.89,5.7,610,2,1,25,,0.0597547
125,,1,253.28,0.89,5.7,610,2,2,25,,0.0703262
125,,1,253.28,0.89,5.7,610,2,6,25,,0.137214
125,,1,253.28,0.89,5.7,610,2,8,25,,0.178034
125,,1,253.28,0.89,5.7,610,2,10,25,,0.183607
125,6.43524,1,253.28,0.89,5.7,610,2,0.5,25,,0.0495652
125,6.43524,1,253.28,0.89,5.7,610,2,1,25,,0.0913043
125,6.43524,1,253.28,0.89,5.7,610,2,2,25,,0.139565
125,6.43524,1,253.28,0.89,5.7,610,2,6,25,,0.242609
125,6.43524,1,253.28,0.89,5.7,610,2,8,25,,0.27913
125,6.43524,1,253.28,0.89,5.7,610,2,10,25,,0.32087
125,,1,253.28,0.89,5.7,610,2,0.5,25,,0.0348361
125,,1,253.28,0.89,5.7,610,2,1,25,,0.0430328
125,,1,253.28,0.89,5.7,610,2,2,25,,0.057377
125,,1,253.28,0.89,5.7,610,2,6,25,,0.122951
125,,1,253.28,0.89,5.7,610,2,8,25,,0.1875
125,,1,253.28,0.89,5.7,610,2,10,25,,0.243852
125,12.30336,1,253.28,0.89,5.7,610,2,0.5,25,,0.039485
125,12.30336,1,253.28,0.89,5.7,610,2,1,25,,0.0583691
125,12.30336,1,253.28,0.89,5.7,610,2,2,25,,0.0841202
125,12.30336,1,253.28,0.89,5.7,610,2,6,25,,0.195708
125,12.30336,1,253.28,0.89,5.7,610,2,8,25,,0.281545
125,12.30336,1,253.28,0.89,5.7,610,2,10,25,,0.424034
125,,1,253.28,0.89,5.7,610,2,4,25,3,0.376907
125,,1,253.28,0.89,5.7,610,2,4,25,4,0.389525
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.378578
125,,1,253.28,0.89,5.7,610,2,4,25,6,0.37191
125,,1,253.28,0.89,5.7,610,2,4,25,7,0.195954
125,,1,253.28,0.89,5.7,610,2,4,25,8,0.10357
125,,1,253.28,0.89,5.7,610,2,4,25,9,0.118338
125,,1,253.28,0.89,5.7,610,2,4,25,10,0.122384
125,15.806,1,253.28,0.89,5.7,610,2,4,25,3,0.449765
125,15.806,1,253.28,0.89,5.7,610,2,4,25,4,0.458097
125,15.806,1,253.28,0.89,5.7,610,2,4,25,5,0.475001
125,15.806,1,253.28,0.89,5.7,610,2,4,25,6,0.461911
125,15.806,1,253.28,0.89,5.7,610,2,4,25,7,0.204525
125,15.806,1,253.28,0.89,5.7,610,2,4,25,8,0.185
125,15.806,1,253.28,0.89,5.7,610,2,4,25,9,0.193332
125,15.806,1,253.28,0.89,5.7,610,2,4,25,10,0.205956
125,,1,253.28,0.89,5.7,610,2,4,25,3,0.078782
125,,1,253.28,0.89,5.7,610,2,4,25,4,0.079498
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.080858
125,,1,253.28,0.89,5.7,610,2,4,25,6,0.083511
125,,1,253.28,0.89,5.7,610,2,4,25,7,0.0481
125,,1,253.28,0.89,5.7,610,2,4,25,8,0.046237
125,,1,253.28,0.89,5.7,610,2,4,25,9,0.05147
125,,1,253.28,0.89,5.7,610,2,4,25,10,0.052186
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,3,0.142006
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,4,0.143369
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,5,0.145376
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,6,0.133834
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,7,0.081003
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,8,0.077202
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,9,0.079855
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,10,0.078637
125,,1,253.28,0.89,5.7,610,2,4,25,3,0.087455
125,,1,253.28,0.89,5.7,610,2,4,25,4,0.087455
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.088172
125,,1,253.28,0.89,5.7,610,2,4,25,6,0.060932
125,,1,253.28,0.89,5.7,610,2,4,25,7,0.059498
125,,1,253.28,0.89,5.7,610,2,4,25,8,0.058781
125,,1,253.28,0.89,5.7,610,2,4,25,9,0.060932
125,,1,253.28,0.89,5.7,610,2,4,25,10,0.060932
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,3,0.149104
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,4,0.149104
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,5,0.151254
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,6,0.152688
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,7,0.088172
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,8,0.083154
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,9,0.085305
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,10,0.090323
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.333
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.348
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.366
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.3915
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.4155
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.178308
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.232972
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.307158
125,15.806,1,253.28,0.89,5.7,610,2,4,25,5,0.4605
125,15.806,1,253.28,0.89,5.7,610,2,4,25,5,0.4695
125,15.806,1,253.28,0.89,5.7,610,2,4,25,5,0.4815
125,15.806,1,253.28,0.89,5.7,610,2,4,25,5,0.4995
125,15.806,1,253.28,0.89,5.7,610,2,4,25,5,0.5115
125,15.806,1,253.28,0.89,5.7,610,2,4,25,5,0.486768
125,15.806,1,253.28,0.89,5.7,610,2,4,25,5,0.510195
125,15.806,1,253.28,0.89,5.7,610,2,4,25,5,0.532321
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.108
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.126
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.1365
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.168
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.171
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.066377
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.020824
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.01692
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,5,0.1515
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,5,0.162
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,5,0.177
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,5,0.18
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,5,0.195
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,5,0.065076
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,5,0.023427
125,6.43524,1,253.28,0.89,5.7,610,2,4,25,5,0.031236
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.1035
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.12
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.126
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.141
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.15
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.067679
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.020824
125,,1,253.28,0.89,5.7,610,2,4,25,5,0.031236
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,5,0.1395
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,5,0.1545
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,5,0.162
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,5,0.1545
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,5,0.153
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,5,0.096312
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,5,0.046855
125,12.30336,1,253.28,0.89,5.7,610,2,4,25,5,0.0494577
125,2.544,0,319.33,0.46,8.8,400,5,1,25,,0.059347
125,2.544,0,319.33,0.46,8.8,400,5,2,25,,0.148368
125,2.544,0,319.33,0.46,8.8,400,5,4,25,,0.522255
125,2.544,0,319.33,0.46,8.8,400,5,6,25,,0.706231
125,2.544,0,319.33,0.46,8.8,400,5,10,25,,1.1454
125,2.544,0,319.33,0.46,8.8,400,5,15,25,,1.54896
125,15.826,1,319.33,0.46,8.8,400,5,1,25,,0.070797
125,15.826,1,319.33,0.46,8.8,400,5,2,25,,0.224189
125,15.826,1,319.33,0.46,8.8,400,5,4,25,,0.525074
125,15.826,1,319.33,0.46,8.8,400,5,6,25,,0.849558
125,15.826,1,319.33,0.46,8.8,400,5,10,25,,1.34513
125,15.826,1,319.33,0.46,8.8,400,5,15,25,,1.81711
125,3.965,0,319.33,0.46,8.8,400,5,1,25,,0.033735
125,3.965,0,319.33,0.46,8.8,400,5,2,25,,0.096386
125,3.965,0,319.33,0.46,8.8,400,5,4,25,,0.4
125,3.965,0,319.33,0.46,8.8,400,5,6,25,,0.626506
125,3.965,0,319.33,0.46,8.8,400,5,10,25,,0.968675
125,3.965,0,319.33,0.46,8.8,400,5,15,25,,1.21446
125,6.488,1,319.33,0.46,8.8,400,5,1,25,,0.055977
125,6.488,1,319.33,0.46,8.8,400,5,2,25,,0.121283
125,6.488,1,319.33,0.46,8.8,400,5,4,25,,0.452478
125,6.488,1,319.33,0.46,8.8,400,5,6,25,,0.676385
125,6.488,1,319.33,0.46,8.8,400,5,10,25,,1.06822
125,6.488,1,319.33,0.46,8.8,400,5,15,25,,1.35743
125,3.218,0,319.33,0.46,8.8,400,5,1,25,,0.023973
125,3.218,0,319.33,0.46,8.8,400,5,2,25,,0.076712
125,3.218,0,319.33,0.46,8.8,400,5,4,25,,0.364384
125,3.218,0,319.33,0.46,8.8,400,5,6,25,,0.49863
125,3.218,0,319.33,0.46,8.8,400,5,10,25,,0.786301
125,3.218,0,319.33,0.46,8.8,400,5,15,25,,0.882192
125,12.306,1,319.33,0.46,8.8,400,5,1,25,,0.061401
125,12.306,1,319.33,0.46,8.8,400,5,2,25,,0.113301
125,12.306,1,319.33,0.46,8.8,400,5,4,25,,0.463902
125,12.306,1,319.33,0.46,8.8,400,5,6,25,,0.577202
125,12.306,1,319.33,0.46,8.8,400,5,10,25,,0.912968
125,12.306,1,319.33,0.46,8.8,400,5,15,25,,1.1298
125,2.544,0,319.33,0.46,8.8,400,5,8,25,3,0.519718
125,2.544,0,319.33,0.46,8.8,400,5,8,25,4,0.741549
125,2.544,0,319.33,0.46,8.8,400,5,8,25,5,0.869718
125,2.544,0,319.33,0.46,8.8,400,5,8,25,6,1.01761
125,2.544,0,319.33,0.46,8.8,400,5,8,25,7,1.04225
125,2.544,0,319.33,0.46,8.8,400,5,8,25,8,0.992958
125,2.544,0,319.33,0.46,8.8,400,5,8,25,9,0.91162
125,2.544,0,319.33,0.46,8.8,400,5,8,25,10,0.872183
125,15.826,1,319.33,0.46,8.8,400,5,8,25,3,0.610915
125,15.826,1,319.33,0.46,8.8,400,5,8,25,4,0.790845
125,15.826,1,319.33,0.46,8.8,400,5,8,25,5,0.91162
125,15.826,1,319.33,0.46,8.8,400,5,8,25,6,1.13099
